label,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62
g,0.543374,0.670307,0.0,0.497572,0.649399,-0.00727,0.453987,0.601015,-0.018425,0.430519,0.557177,-0.027121,0.418511,0.518872,-0.032984,0.450886,0.649843,-0.044718,0.427753,0.612291,-0.070674,0.419653,0.572457,-0.083886,0.419267,0.533701,-0.0906,0.482477,0.64896,-0.053147,0.464728,0.534001,-0.086105,0.471058,0.544245,-0.088392,0.478411,0.579348,-0.082762,0.514428,0.631965,-0.060403,0.495761,0.530493,-0.082229,0.503653,0.550536,-0.06729,0.508219,0.583806,-0.050968,0.543799,0.612251,-0.06849,0.525309,0.533604,-0.072648,0.528898,0.552737,-0.056899,0.532267,0.583313,-0.044067
g,0.564845,0.624906,0.0,0.514115,0.583809,-0.012061,0.45997,0.569138,-0.021334,0.431532,0.574989,-0.030955,0.439638,0.596495,-0.040049,0.43315,0.625512,-0.025845,0.409767,0.677866,-0.042407,0.395139,0.688356,-0.049591,0.38566,0.693155,-0.054865,0.45485,0.646171,-0.032829,0.431243,0.694972,-0.05821,0.445192,0.666864,-0.063044,0.465152,0.644951,-0.061781,0.485373,0.658288,-0.040799,0.465777,0.686285,-0.067396,0.479516,0.659822,-0.063699,0.492416,0.647537,-0.054647,0.518097,0.667632,-0.049888,0.505905,0.66709,-0.071154,0.509252,0.659452,-0.071252,0.512996,0.66339,-0.066362
g,0.552949,0.619973,0.0,0.500643,0.578867,-0.00611,0.450675,0.570099,-0.015878,0.428343,0.570245,-0.026908,0.44498,0.588291,-0.036204,0.42812,0.67283,-0.025824,0.405682,0.71163,-0.04379,0.39118,0.694998,-0.052991,0.389233,0.673062,-0.058743,0.451621,0.701863,-0.034947,0.440514,0.655214,-0.060325,0.457461,0.610076,-0.064407,0.474286,0.595237,-0.062754,0.484147,0.709006,-0.044209,0.482488,0.641707,-0.064191,0.492166,0.607497,-0.060303,0.499578,0.608416,-0.054114,0.516409,0.700849,-0.05468,0.518602,0.635049,-0.065366,0.52098,0.612109,-0.062173,0.521283,0.619683,-0.057728
g,0.496949,0.666077,0.0,0.446184,0.650796,-0.019293,0.41636,0.619509,-0.044092,0.41661,0.575845,-0.068287,0.437052,0.536148,-0.09256,0.454926,0.660266,-0.062493,0.444162,0.587131,-0.091844,0.432653,0.556481,-0.107218,0.426717,0.528888,-0.114862,0.494929,0.659683,-0.068066,0.477824,0.539541,-0.086543,0.471591,0.548093,-0.07896,0.469777,0.570436,-0.074819,0.527927,0.646523,-0.074246,0.507028,0.529256,-0.087783,0.495811,0.546119,-0.068363,0.491725,0.567596,-0.05457,0.552805,0.62838,-0.084359,0.538781,0.53643,-0.094439,0.523568,0.547252,-0.082805,0.517299,0.566707,-0.072915
g,0.539236,0.65318,0.0,0.479909,0.662473,-0.017856,0.430445,0.624462,-0.027989,0.416749,0.568416,-0.02713,0.429512,0.530719,-0.025336,0.456304,0.595771,-0.075877,0.443884,0.509391,-0.089161,0.428408,0.468755,-0.092059,0.415164,0.437948,-0.094171,0.494573,0.567312,-0.066883,0.457991,0.476501,-0.072682,0.442524,0.492362,-0.056969,0.441187,0.520222,-0.04567,0.521708,0.546896,-0.054925,0.483974,0.471552,-0.052809,0.469574,0.489885,-0.033011,0.468314,0.51407,-0.020765,0.541014,0.534783,-0.044034,0.509572,0.48529,-0.04192,0.494678,0.497816,-0.030932,0.492755,0.51838,-0.023464
g,0.529727,0.637487,0.0,0.46791,0.649282,-0.008957,0.415912,0.613033,-0.017201,0.400221,0.551819,-0.017902,0.415635,0.510485,-0.01822,0.4418,0.57155,-0.060667,0.425808,0.478097,-0.064716,0.412951,0.441502,-0.060287,0.400051,0.416998,-0.057746,0.475467,0.537986,-0.053547,0.441233,0.459158,-0.048782,0.427711,0.470914,-0.02933,0.426006,0.492506,-0.017858,0.501711,0.518362,-0.042517,0.465006,0.458144,-0.031281,0.451525,0.473308,-0.009598,0.450968,0.496104,0.001388,0.522103,0.50786,-0.032029,0.490533,0.474456,-0.021203,0.477989,0.485931,-0.007384,0.477948,0.503788,0.000573
h,0.534014,0.654596,-0.0,0.503624,0.646082,-0.020203,0.472655,0.635648,-0.034795,0.453203,0.643771,-0.047396,0.437233,0.659162,-0.057698,0.438974,0.610599,-0.038789,0.403171,0.597479,-0.06316,0.40702,0.640935,-0.071837,0.420996,0.672502,-0.07455,0.445167,0.606581,-0.037959,0.396477,0.58633,-0.071474,0.403692,0.635277,-0.079187,0.422842,0.669614,-0.077829,0.457168,0.60461,-0.038764,0.418935,0.582032,-0.068302,0.420982,0.630209,-0.070856,0.432508,0.662626,-0.065772,0.473685,0.60392,-0.040347,0.453577,0.596097,-0.061539,0.443774,0.62264,-0.067817,0.439521,0.638738,-0.068752
h,0.518906,0.653529,1e-06,0.472569,0.620454,-0.001868,0.428826,0.61606,-0.013918,0.394805,0.617083,-0.030319,0.374382,0.617235,-0.044857,0.396154,0.689335,-0.012411,0.347324,0.655976,-0.034963,0.319054,0.633766,-0.050346,0.292345,0.616721,-0.059127,0.406922,0.693548,-0.024125,0.35019,0.64513,-0.050635,0.319761,0.61179,-0.066102,0.292824,0.592355,-0.073403,0.423715,0.680153,-0.035563,0.384743,0.599148,-0.061779,0.412059,0.586563,-0.060071,0.431029,0.594649,-0.050905,0.440118,0.651689,-0.047174,0.423545,0.580556,-0.059938,0.444151,0.577548,-0.052837,0.458932,0.591365,-0.043184
h,0.520097,0.642818,1e-06,0.474216,0.618688,0.001958,0.430872,0.623477,-0.005884,0.399172,0.635512,-0.018027,0.380098,0.634231,-0.028639,0.398842,0.695912,-0.010289,0.351985,0.661639,-0.031307,0.319386,0.637464,-0.043786,0.293817,0.618396,-0.05147,0.408927,0.697155,-0.023441,0.352117,0.654945,-0.051427,0.319429,0.624618,-0.06315,0.292293,0.602905,-0.068017,0.42281,0.683692,-0.036315,0.389408,0.607448,-0.060169,0.417553,0.596045,-0.052849,0.434776,0.608232,-0.042049,0.438798,0.658684,-0.049748,0.417682,0.592502,-0.060713,0.440016,0.58616,-0.051729,0.455,0.601153,-0.042081
h,0.539977,0.680204,0.0,0.479469,0.64461,-0.006883,0.430297,0.608359,-0.019755,0.404679,0.574181,-0.034797,0.39169,0.548931,-0.049205,0.402862,0.667175,-0.025712,0.386969,0.583449,-0.050504,0.385588,0.53311,-0.070761,0.3849,0.498674,-0.084948,0.432506,0.670246,-0.036962,0.415817,0.573709,-0.055905,0.404439,0.546419,-0.068187,0.390638,0.53055,-0.079543,0.465398,0.662327,-0.048297,0.459509,0.556469,-0.058821,0.467821,0.576795,-0.055172,0.470201,0.605717,-0.054872,0.496624,0.646877,-0.062224,0.492665,0.563529,-0.068015,0.497981,0.584375,-0.062384,0.499917,0.614188,-0.059036
h,0.525866,0.699027,1e-06,0.468033,0.686746,-0.006309,0.430655,0.635388,-0.026124,0.426881,0.575897,-0.047607,0.439142,0.541886,-0.069936,0.418059,0.64916,-0.046248,0.410843,0.559922,-0.072488,0.410707,0.506702,-0.092832,0.410562,0.461029,-0.108425,0.455975,0.648213,-0.059193,0.446405,0.547176,-0.086645,0.442458,0.489457,-0.098855,0.436922,0.442358,-0.110364,0.492156,0.640944,-0.070254,0.479697,0.543459,-0.085996,0.485934,0.561718,-0.077012,0.488955,0.587066,-0.072983,0.522043,0.629315,-0.083333,0.504608,0.550847,-0.089169,0.503104,0.566586,-0.077856,0.502995,0.592489,-0.071475
h,0.518151,0.666797,1e-06,0.481067,0.66176,-0.018224,0.436796,0.659756,-0.033215,0.399937,0.650101,-0.046027,0.375694,0.640731,-0.056753,0.407282,0.703945,-0.039335,0.347984,0.662313,-0.057334,0.318771,0.641927,-0.063246,0.291925,0.627293,-0.064921,0.414909,0.689288,-0.038613,0.35398,0.638386,-0.060932,0.323876,0.613582,-0.067081,0.296967,0.602657,-0.067566,0.428343,0.664612,-0.037864,0.396177,0.593713,-0.063458,0.419589,0.59291,-0.063129,0.436422,0.60522,-0.054786,0.441486,0.633586,-0.037555,0.419825,0.579509,-0.053047,0.436636,0.586477,-0.050469,0.450125,0.602505,-0.043937
h,0.515146,0.677481,1e-06,0.472088,0.688901,0.001754,0.42648,0.68984,-0.009469,0.393864,0.671977,-0.023659,0.376713,0.653536,-0.036385,0.396475,0.730726,-0.024015,0.345051,0.683045,-0.04678,0.314916,0.654105,-0.060524,0.29061,0.632529,-0.06879,0.410698,0.721211,-0.037917,0.34924,0.671454,-0.065022,0.317803,0.635434,-0.076479,0.292506,0.610878,-0.082238,0.427328,0.695701,-0.050237,0.387438,0.619842,-0.072414,0.41323,0.611936,-0.064631,0.429743,0.627155,-0.054424,0.443839,0.662052,-0.062824,0.416456,0.59625,-0.072953,0.436104,0.594245,-0.06223,0.448945,0.611172,-0.051512
h,0.53318,0.697603,0.0,0.471373,0.675311,-0.01176,0.423354,0.641255,-0.029666,0.403879,0.60063,-0.049054,0.405008,0.569873,-0.068652,0.418906,0.682852,-0.033893,0.402501,0.597883,-0.060786,0.397197,0.544045,-0.083373,0.393838,0.49994,-0.099613,0.455571,0.679819,-0.044125,0.435356,0.580347,-0.06921,0.42374,0.526685,-0.082904,0.411537,0.48388,-0.094784,0.489372,0.667986,-0.054581,0.471078,0.56781,-0.070804,0.479282,0.580579,-0.066793,0.483584,0.602437,-0.065318,0.516459,0.650167,-0.067795,0.498388,0.568398,-0.073935,0.500623,0.582702,-0.065428,0.503672,0.608238,-0.060709
h,0.532033,0.711968,1e-06,0.481385,0.700104,-0.00976,0.443888,0.646156,-0.028718,0.441674,0.586099,-0.047847,0.456058,0.553746,-0.0676,0.435601,0.655405,-0.050834,0.432633,0.564284,-0.07407,0.435874,0.511092,-0.091552,0.438422,0.466516,-0.105229,0.472377,0.653706,-0.060493,0.469475,0.547945,-0.08517,0.467802,0.486328,-0.095894,0.463996,0.437308,-0.106392,0.506771,0.646132,-0.068091,0.496914,0.548372,-0.081866,0.500089,0.568668,-0.073979,0.50018,0.595964,-0.070799,0.535441,0.635002,-0.077712,0.518613,0.556243,-0.082911,0.516757,0.573644,-0.072778,0.516438,0.602208,-0.067355
h,0.523827,0.717273,1e-06,0.473951,0.703755,-0.016208,0.443011,0.654028,-0.037803,0.448306,0.595399,-0.056711,0.461509,0.56252,-0.075301,0.427681,0.668375,-0.064929,0.422632,0.574199,-0.086156,0.423112,0.526435,-0.097078,0.424042,0.485587,-0.104487,0.467128,0.666683,-0.067945,0.455725,0.566394,-0.089995,0.450041,0.508335,-0.095471,0.449378,0.463655,-0.101187,0.504691,0.656048,-0.068616,0.486485,0.553725,-0.08142,0.48085,0.573375,-0.072212,0.482593,0.606809,-0.066124,0.534663,0.638769,-0.071021,0.510905,0.562296,-0.07702,0.503738,0.577593,-0.068801,0.505148,0.606534,-0.06296
h,0.521413,0.707401,1e-06,0.476648,0.707517,-0.012728,0.435316,0.672341,-0.031686,0.423242,0.62305,-0.04861,0.421428,0.585806,-0.064598,0.417243,0.692497,-0.058609,0.390155,0.608987,-0.082544,0.376011,0.56122,-0.095158,0.363898,0.523106,-0.102956,0.447122,0.68467,-0.064122,0.413701,0.594099,-0.089863,0.396849,0.538684,-0.098548,0.382455,0.49678,-0.105063,0.479243,0.664352,-0.067236,0.45186,0.57023,-0.088139,0.461454,0.590068,-0.079681,0.471475,0.621146,-0.070754,0.507265,0.637551,-0.071246,0.482293,0.571357,-0.08448,0.486037,0.58833,-0.076866,0.492691,0.614399,-0.069022
h,0.514105,0.692074,1e-06,0.476598,0.707457,-0.004904,0.429106,0.703508,-0.015994,0.393941,0.683359,-0.028545,0.371431,0.663026,-0.038829,0.404255,0.739165,-0.025716,0.351261,0.699245,-0.045953,0.323498,0.674249,-0.054791,0.300712,0.655742,-0.058273,0.415486,0.72874,-0.035066,0.356251,0.678001,-0.057843,0.325677,0.646747,-0.064896,0.299047,0.62529,-0.066605,0.431858,0.702613,-0.043934,0.395446,0.624501,-0.066617,0.41876,0.624932,-0.060434,0.433797,0.640292,-0.049609,0.451087,0.669448,-0.053161,0.426961,0.604448,-0.065051,0.444172,0.610288,-0.056829,0.45501,0.628312,-0.046901
h,0.521519,0.702972,1e-06,0.467156,0.705965,-0.00813,0.418508,0.684796,-0.025512,0.395351,0.643858,-0.044587,0.390631,0.613519,-0.063692,0.400452,0.724312,-0.039208,0.364001,0.657222,-0.065576,0.344131,0.617039,-0.084763,0.326177,0.584096,-0.099315,0.430038,0.709875,-0.051949,0.386493,0.637798,-0.079694,0.361992,0.592401,-0.092363,0.339274,0.554287,-0.102816,0.460206,0.684763,-0.064154,0.423293,0.599313,-0.085082,0.439708,0.610769,-0.080546,0.451252,0.633461,-0.077233,0.486329,0.65382,-0.078074,0.455054,0.590196,-0.090895,0.464423,0.604802,-0.085391,0.472449,0.62978,-0.081497
h,0.534862,0.716651,0.0,0.476606,0.698254,-0.006112,0.431117,0.650567,-0.022026,0.419538,0.596673,-0.040006,0.427842,0.562987,-0.059042,0.43097,0.674005,-0.035408,0.421999,0.585359,-0.057776,0.423994,0.531929,-0.076039,0.426211,0.487534,-0.08952,0.469386,0.670062,-0.046782,0.457998,0.57006,-0.067771,0.451689,0.51533,-0.078222,0.4443,0.470285,-0.088585,0.503858,0.661866,-0.057063,0.491206,0.568966,-0.068293,0.495096,0.582707,-0.061512,0.495545,0.604055,-0.059259,0.531322,0.650119,-0.069451,0.515665,0.577386,-0.071669,0.512769,0.591141,-0.060794,0.511764,0.615667,-0.055121
h,0.527135,0.71358,1e-06,0.477801,0.702418,-0.015869,0.444624,0.653698,-0.037086,0.445532,0.595192,-0.055785,0.454353,0.561584,-0.074262,0.431608,0.668925,-0.063384,0.425676,0.577208,-0.085538,0.425717,0.528636,-0.098362,0.426263,0.488835,-0.10722,0.470963,0.66567,-0.06708,0.45788,0.568081,-0.090085,0.45054,0.51118,-0.096967,0.4477,0.466703,-0.103868,0.507907,0.654041,-0.068518,0.486949,0.554121,-0.081899,0.481478,0.573557,-0.073609,0.483481,0.603979,-0.068605,0.537829,0.637083,-0.071727,0.512538,0.560026,-0.078369,0.505329,0.574695,-0.070571,0.506552,0.602319,-0.065294
i,0.505543,0.534622,-0.0,0.472259,0.484962,0.011358,0.430877,0.477265,0.014205,0.409457,0.478529,0.010111,0.403167,0.491622,0.00765,0.385816,0.533149,0.016286,0.349365,0.515283,0.002431,0.376635,0.485676,-0.004327,0.403346,0.479408,-0.004195,0.388004,0.547237,0.000703,0.351958,0.514544,-0.018772,0.39224,0.4921,-0.026599,0.422742,0.49721,-0.025877,0.391851,0.564028,-0.01632,0.356752,0.527397,-0.033808,0.398226,0.508782,-0.033227,0.428957,0.516781,-0.026062,0.398958,0.58247,-0.03273,0.349773,0.579125,-0.040825,0.32145,0.571598,-0.040199,0.294004,0.57091,-0.037738
i,0.510326,0.551192,-0.0,0.475035,0.497916,0.006616,0.430081,0.487127,0.008369,0.406151,0.491593,0.003961,0.409653,0.51321,0.001349,0.386572,0.554773,0.013969,0.355149,0.5251,0.000947,0.387891,0.503103,-0.004848,0.413959,0.504908,-0.004804,0.389958,0.57143,0.000652,0.356454,0.529307,-0.019049,0.397841,0.509678,-0.026079,0.425676,0.518719,-0.024803,0.396187,0.586635,-0.014463,0.361629,0.543409,-0.033187,0.402455,0.524001,-0.032831,0.432265,0.532563,-0.025469,0.404515,0.600577,-0.029344,0.356291,0.598656,-0.037177,0.326302,0.591259,-0.036949,0.297608,0.588771,-0.034798
i,0.502153,0.544467,-0.0,0.46903,0.493937,0.005813,0.42375,0.48388,0.007705,0.399882,0.489209,0.002985,0.400565,0.510462,0.000305,0.382791,0.542401,0.018,0.349778,0.519171,0.002328,0.382107,0.499197,-0.005827,0.409937,0.498721,-0.006198,0.384164,0.558178,0.005181,0.347854,0.520734,-0.016767,0.390173,0.504243,-0.024989,0.419531,0.511845,-0.022899,0.388092,0.575255,-0.010085,0.352258,0.534692,-0.030348,0.393231,0.520604,-0.030412,0.423274,0.531131,-0.021639,0.394178,0.594333,-0.025222,0.346421,0.593866,-0.032139,0.318311,0.588031,-0.030322,0.291137,0.586113,-0.026047
i,0.504904,0.54432,-0.0,0.469788,0.489635,0.008257,0.424285,0.479115,0.011278,0.400316,0.4855,0.007602,0.404432,0.508576,0.005599,0.379192,0.54153,0.018327,0.347459,0.512668,0.004704,0.381129,0.493322,-0.002837,0.407943,0.495273,-0.004092,0.381438,0.559527,0.004366,0.348787,0.517795,-0.015004,0.391428,0.500926,-0.023229,0.41921,0.509293,-0.022573,0.38763,0.575613,-0.011406,0.354768,0.534486,-0.028879,0.3961,0.518489,-0.027946,0.425161,0.528019,-0.020103,0.396808,0.591313,-0.027003,0.347782,0.589066,-0.033999,0.319239,0.582948,-0.032383,0.291429,0.581811,-0.028908
i,0.504878,0.546682,-0.0,0.469689,0.491922,0.004777,0.424409,0.480906,0.006362,0.401961,0.4876,0.001757,0.404199,0.508773,-0.000526,0.378881,0.547615,0.016192,0.347757,0.518963,0.002693,0.381139,0.497085,-0.003529,0.408663,0.497465,-0.003346,0.381895,0.565687,0.003854,0.350804,0.526258,-0.016267,0.392095,0.507914,-0.024702,0.420542,0.514722,-0.023882,0.388223,0.581713,-0.010618,0.355646,0.540639,-0.02925,0.395985,0.523619,-0.029451,0.425855,0.531439,-0.021872,0.397076,0.596673,-0.025161,0.349405,0.593597,-0.032388,0.31998,0.586919,-0.031703,0.291845,0.584373,-0.028766
i,0.504638,0.544494,-0.0,0.469449,0.489831,0.006176,0.42351,0.478106,0.007432,0.399675,0.484273,0.002392,0.405305,0.507462,-0.000682,0.379246,0.547894,0.015703,0.346472,0.516046,0.000828,0.379669,0.495064,-0.007734,0.406992,0.496621,-0.00938,0.382341,0.5648,0.002676,0.349202,0.517493,-0.017837,0.391386,0.49946,-0.026447,0.419389,0.507754,-0.025779,0.388417,0.578429,-0.012241,0.354596,0.530998,-0.030426,0.395566,0.515228,-0.029736,0.425405,0.525481,-0.021591,0.396387,0.590961,-0.02716,0.348231,0.586841,-0.033618,0.318813,0.581811,-0.031763,0.290938,0.581768,-0.027936
i,0.508301,0.546027,-0.0,0.471894,0.490853,0.007659,0.427711,0.479933,0.010028,0.404513,0.483566,0.005613,0.406274,0.503802,0.003177,0.382281,0.549462,0.016918,0.350905,0.516358,0.001947,0.384946,0.494997,-0.005511,0.410933,0.496142,-0.00643,0.385502,0.567408,0.002717,0.353706,0.518927,-0.01858,0.396452,0.501465,-0.026688,0.423229,0.510436,-0.025623,0.392507,0.582224,-0.013417,0.360256,0.535,-0.033042,0.401487,0.518659,-0.03202,0.429464,0.528553,-0.023577,0.401873,0.595073,-0.029426,0.35318,0.589004,-0.037601,0.324352,0.581981,-0.036271,0.296093,0.579832,-0.032651
i,0.509103,0.552179,-0.0,0.473511,0.496114,0.007661,0.428884,0.484628,0.010785,0.406276,0.48889,0.006906,0.405872,0.508142,0.005135,0.384186,0.551247,0.019178,0.351281,0.520454,0.005077,0.385322,0.499192,-0.001694,0.412275,0.500052,-0.00177,0.386489,0.569769,0.0054,0.356118,0.524192,-0.015129,0.398739,0.507608,-0.023777,0.425663,0.516916,-0.022915,0.392662,0.58485,-0.010423,0.36187,0.538338,-0.029338,0.4033,0.522658,-0.029099,0.431802,0.533201,-0.02104,0.40113,0.598639,-0.026097,0.353298,0.593795,-0.03351,0.324896,0.587099,-0.032106,0.297437,0.585345,-0.028306
i,0.50496,0.556285,-0.0,0.46905,0.501038,0.007896,0.423867,0.49037,0.010904,0.401366,0.497949,0.006926,0.400698,0.517751,0.005098,0.379582,0.555552,0.020031,0.347142,0.523561,0.006756,0.382113,0.505326,9.4e-05,0.409351,0.508971,-9.6e-05,0.381907,0.574916,0.006473,0.351298,0.530225,-0.013113,0.39353,0.513882,-0.021271,0.42145,0.522495,-0.020333,0.387662,0.590421,-0.009177,0.357127,0.543315,-0.027536,0.398159,0.527393,-0.027648,0.42733,0.537345,-0.019995,0.395171,0.604056,-0.024635,0.348191,0.599017,-0.031818,0.319612,0.592807,-0.031018,0.292242,0.591662,-0.027831
i,0.506081,0.555225,-0.0,0.468873,0.499185,0.010532,0.425447,0.48768,0.012797,0.402423,0.490825,0.00798,0.406522,0.512281,0.00467,0.382015,0.559516,0.017386,0.348725,0.524819,0.003146,0.381264,0.502689,-0.005177,0.408844,0.504524,-0.007128,0.384283,0.575591,0.001969,0.350372,0.524637,-0.018281,0.393173,0.505315,-0.026791,0.421767,0.514271,-0.026549,0.38995,0.587644,-0.014818,0.354712,0.53782,-0.03234,0.396174,0.521115,-0.030732,0.426094,0.532227,-0.022677,0.397937,0.598417,-0.031269,0.348888,0.592708,-0.038293,0.319512,0.586224,-0.036315,0.29147,0.585817,-0.032673
i,0.50833,0.554264,-0.0,0.47102,0.497716,0.007909,0.427348,0.486602,0.010502,0.40366,0.491876,0.006637,0.407432,0.514722,0.004684,0.381447,0.556899,0.016761,0.351186,0.522913,0.002745,0.385305,0.503563,-0.005032,0.412412,0.506483,-0.006611,0.383746,0.574637,0.0029,0.354049,0.525919,-0.016141,0.396442,0.509969,-0.024,0.422407,0.519474,-0.023719,0.390477,0.589146,-0.01271,0.359924,0.540907,-0.029841,0.400406,0.527017,-0.028343,0.428142,0.538605,-0.020656,0.400182,0.602362,-0.028257,0.351332,0.595685,-0.035462,0.322772,0.589019,-0.033657,0.295275,0.586981,-0.030114
j,0.454535,0.660102,-0.0,0.442274,0.598068,-0.018423,0.420521,0.552697,-0.028858,0.405484,0.546235,-0.039885,0.402841,0.570594,-0.04699,0.336276,0.567203,-0.009561,0.339767,0.520099,-0.029246,0.375604,0.535573,-0.039268,0.391928,0.555729,-0.0426,0.33374,0.598465,-0.010978,0.345173,0.551081,-0.029956,0.382471,0.570043,-0.035516,0.39431,0.587944,-0.035715,0.340655,0.62794,-0.015942,0.347497,0.589078,-0.037883,0.38564,0.596602,-0.035372,0.4041,0.605973,-0.026371,0.34756,0.656587,-0.022892,0.314596,0.635457,-0.035346,0.293864,0.62502,-0.033704,0.271959,0.614491,-0.028082
j,0.42777,0.667636,-0.0,0.425251,0.60309,-0.014603,0.409176,0.554839,-0.027452,0.393363,0.540996,-0.041174,0.388454,0.570357,-0.051605,0.324335,0.562174,-0.018659,0.334045,0.516412,-0.039421,0.369132,0.531681,-0.04793,0.383873,0.550156,-0.050329,0.319563,0.59511,-0.022785,0.340038,0.553901,-0.045087,0.378187,0.567814,-0.049912,0.386236,0.579135,-0.049205,0.327516,0.628258,-0.029265,0.34301,0.588165,-0.054077,0.382811,0.592634,-0.051787,0.399044,0.601511,-0.043288,0.339647,0.655906,-0.036742,0.310002,0.636394,-0.051762,0.288461,0.625504,-0.051828,0.264503,0.614236,-0.048204
j,0.425966,0.669345,-0.0,0.424876,0.605688,-0.014515,0.41259,0.55634,-0.027633,0.398769,0.544154,-0.040896,0.395528,0.573909,-0.051402,0.324784,0.56442,-0.021069,0.342114,0.518854,-0.039697,0.37334,0.534528,-0.046425,0.384239,0.554586,-0.04807,0.320539,0.598289,-0.025282,0.348113,0.558785,-0.046808,0.383891,0.573695,-0.053158,0.390875,0.586188,-0.053837,0.329755,0.632969,-0.031111,0.350997,0.596933,-0.054746,0.388935,0.600755,-0.055914,0.40251,0.608553,-0.050682,0.344733,0.662844,-0.037554,0.320007,0.64861,-0.050802,0.300456,0.643886,-0.05164,0.276819,0.640037,-0.049521
j,0.429022,0.729165,-0.0,0.406142,0.672078,-0.002051,0.390767,0.611255,-0.008713,0.389046,0.569485,-0.017151,0.398267,0.552574,-0.02589,0.360188,0.599454,-0.0186,0.403602,0.543028,-0.033431,0.418635,0.560076,-0.042261,0.412649,0.582018,-0.049132,0.373252,0.633867,-0.028864,0.431177,0.567848,-0.039881,0.441312,0.591083,-0.042816,0.431215,0.61359,-0.047621,0.394975,0.665717,-0.03914,0.448228,0.604519,-0.049482,0.454514,0.621532,-0.048085,0.44389,0.639959,-0.04883,0.418989,0.695241,-0.050296,0.464272,0.647611,-0.056684,0.473706,0.654104,-0.053679,0.470868,0.666374,-0.052269
j,0.470455,0.700128,-0.0,0.42053,0.719113,-0.006898,0.375113,0.700905,-0.015699,0.360352,0.657218,-0.021566,0.371865,0.622591,-0.024674,0.392375,0.676324,-0.03913,0.356644,0.605729,-0.047283,0.361354,0.624209,-0.042677,0.373904,0.643226,-0.038103,0.419631,0.643216,-0.038137,0.379984,0.57262,-0.048067,0.380196,0.592381,-0.042024,0.39158,0.617303,-0.035916,0.440984,0.616876,-0.035241,0.402674,0.554603,-0.03959,0.401556,0.571076,-0.031355,0.409903,0.592983,-0.025326,0.456312,0.599147,-0.032377,0.43157,0.552697,-0.038939,0.418385,0.525885,-0.040794,0.411693,0.502229,-0.041581
j,0.475494,0.688095,-0.0,0.422203,0.708794,-0.010071,0.381053,0.690508,-0.021309,0.370768,0.645792,-0.028186,0.382698,0.608592,-0.032105,0.405463,0.674626,-0.051372,0.368702,0.598134,-0.06368,0.372436,0.61722,-0.061092,0.383403,0.639667,-0.057601,0.431848,0.637653,-0.04898,0.38609,0.564172,-0.060758,0.38502,0.584338,-0.05304,0.39698,0.608094,-0.046608,0.450856,0.609292,-0.044655,0.406486,0.547226,-0.048726,0.403672,0.565282,-0.03744,0.412521,0.58865,-0.030398,0.463422,0.59122,-0.040899,0.440679,0.536992,-0.048258,0.427773,0.508566,-0.049795,0.420609,0.485123,-0.050885
